가게이름,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,재료가 신선해요,가성비가 좋아요,양이 많아요,인테리어가 멋져요,혼밥하기 좋아요,링크,address,tel,menu1,price,image1,menu2,price2,image2,menu3,price3,image3,menu4,price4,image4
또보겠지떡볶이 해피토스점,0.411,0.151,0.094,0.058,0.062,0.086,0.071,0.066,0,148921768,서울 마포구 잔다리로6길 34-5 2층,0507-1312-8907,버터갈릭 감자튀김,"6,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201005_64%2F1601825799043Pgpo1_PNG%2FKakaoTalk_20200922_181619756.png,2인분 즉석떡볶이,"14,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210825_219%2F1629871383397H7ci5_JPEG%2F%25B0%25E8%25B6%25F5%25BA%25FC%25C1%25F8_%25B6%25B1%25BA%25BA%25C0%25CC.jpg,날치알볶음밥,"3,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201005_12%2F1601825824700K17ec_JPEG%2FKakaoTalk_20200922_181541717.jpg,구운오뎅,"2,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200910_270%2F1599731256236kzQwt_JPEG%2FKakaoTalk_20200910_183954321_10.jpg
오성계,0.329,0.199,0.173,0.097,0,0,0.077,0.124,0,132177902,"서울 마포구 잔다리로2길 17 지하1,1층",0507-1383-4144,닭모듬구이 대,"44,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230508_171%2F16835176231956fjba_JPEG%2F%25BA%25B8%25C1%25A4%25BF%25CF%25B7%25E1-8797.jpg,닭사이소금(허벅지살),"13,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230508_97%2F1683517688648ndgys_JPEG%2F%25BA%25B8%25C1%25A4%25BF%25CF%25B7%25E1-8758.jpg,깐풍 닭날개,"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230508_293%2F16835183309473VstI_JPEG%2F%25BA%25B8%25C1%25A4%25BF%25CF%25B7%25E1-8857.jpg,냉우동(하계),"9,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230508_12%2F1683518233485pP0Cl_JPEG%2F%25BA%25B8%25C1%25A4%25BF%25CF%25B7%25E1-8842.jpg
참새초밥 홍대점,0.27,0.158,0.064,0.126,0.183,0.043,0.05,0.065,0.041,124247947,서울 마포구 와우산로14길 4 1층,0507-1405-3898,매일 숙성 연어초밥(10P),"16,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231019_279%2F1697691750359Oo0Du_JPEG%2Fy-SmijuS41JZn9Zh9z4x0yUnp893AMtt8D8Nch9w9_VhgCPZLzviQrZuHf2E9C7t.jpg,연어 반 광어 반 초밥(10P),"18,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231019_142%2F16976917441765AwG3_JPEG%2Fy-SmijuS41JZn9Zh9z4x0-yCJ2KCvQZWHXBlrwJcTlRvkQgQh_xa_S4G9RLJyrwm.jpg,눈꽃 연어초밥(10P),"18,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231018_190%2F1697611336890gHFX3_JPEG%2FN17timvlsWsHt5cSiMItpkIQt_-YCYRChBHVamfM37BO2S1nvbHbUXnRFX9wSr4j.jpg,참새 모둠초밥(10P),"18,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231016_257%2F1697433618861Fr1fj_JPEG%2FVaR9pWCR1rHZnqq8pHTuDsUwuBPdSyMjxhw-1sk2gwazgyHAnuDp-_r4-e3Dxcl6.jpg
찐육개장,0.371,0.118,0.028,0.112,0.107,0.118,0.084,0,0.062,3759252,서울 마포구 양화로1길 32 102호,0507-1412-5255,얼큰육개장,"8,000원",none,육개장전골  소,"24,000원",none,돼지고기짜글이 ,"18,000원",none,한우소머리곰탕(보통),"8,000원",none
봄이보리밥 합정점,0.273,0.126,0.072,0.12,0.193,0.077,0.139,0,0,198067595,"서울 마포구 월드컵로3길 14 마포한강푸르지오2차 지하1층 B155, B156, B157, B158호",0507-1343-7486,먹갈치 보리밥 반상,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230203_56%2F16754057650430n6Yk_JPEG%2FKakaoTalk_Photo_2023-02-03-15-28-50_001.jpeg,고사리 갈치조림,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230410_100%2F1681119084506DAtfu_JPEG%2F1681118539629.jpg,오징어볶음 보리밥 반상,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221205_242%2F1670238268412UPhBo_JPEG%2F221115_%25C3%25BB%25B1%25B9%25C0%25E5%25BF%25C0%25C2%25A1%25BE%25EE.jpg,봄이 2인세트,"38,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221205_29%2F1670238540316xAdy2_JPEG%2F221110_2%25C0%25CE%25BC%25BC%25C6%25AE.jpg
동대문엽기떡볶이 홍대점,0.518,0.112,0.078,0,0.045,0.068,0.137,0,0.041,3389114,서울 마포구 와우산로27길 79,02-323-8592,마라떡볶이,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230718_78%2F1689645074946lV71r_JPEG%2FjqoU98-aPEr2bh941FzeXreidj28GClBGjVh8K5XSkmIOGpgRULhdyX-Nz1rI4g36IUkvQAfE4eM1t0q.jpg,엽기메뉴,"14,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211208_249%2F1638928456426LJ5Og_JPEG%2FUnNyHJSayUkhiiYI-bDIBUqAOESQwA6_tVZ3X0F5cYcsz4FXVoIFyDH4J8YOf-hG.jpg,로제메뉴,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211208_151%2F1638928456333IdpYa_JPEG%2FUnNyHJSayUkhiiYI-bDIBSIp1ka8NHn10fFGe28Z8hUps96MC5NStFatvwlBTCm7.jpg,엽기닭볶음탕,"24,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211208_132%2F16389284577023mtsI_JPEG%2FUnNyHJSayUkhiiYI-bDIBZdvr7P3jN9_kSTAlFYJhPBj9-yaQoN7uyXpSC7dvcUB.jpg
채선당 샤브보트 합정딜라이트점,0.308,0.081,0.032,0.058,0.164,0.1,0.033,0,0.224,121721305,서울 마포구 월드컵로3길 14 딜라이트스퀘어 지하1층 B동 146호,02-332-8962,소고기샤브,"10,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191113_77%2F1573635361545NK2X8_PNG%2FPb8xjDazZwW_J-IYWqSyRYlI.PNG.png,소고기토마토샤브,"11,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191113_155%2F157363538465921bl0_PNG%2FimV2D7UvhFR3HZ9PbFNoGpdo.PNG.png,소고기커리샤브,"11,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191113_69%2F1573635397905Bdh1n_PNG%2FAx6bVuw4aZGuJdngHsYXksEZ.PNG.png,마라탕샤브,"11,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191113_180%2F1573635449256R3xMy_PNG%2Fe4hbU_0OSrsg8gEyYr617caK.PNG.png
스미비부타동,0.316,0.1,0.075,0.065,0.065,0.078,0.097,0.026,0.177,147957596,서울 마포구 와우산로13길 19,02-336-5110,스미비부타동,"10,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221006_65%2F1665019344869fcYNF_PNG%2FScreenshot_20220421-2319072.png,마제소바,"10,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230226_185%2F1677383668615jjzgl_JPEG%2F1677382955278.jpg,부타마제소바,"13,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230226_50%2F1677383723713GwnUz_JPEG%2F1677382964029.jpg,점보부타동,"13,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221006_298%2F16650193736006qwoD_PNG%2FScreenshot_20220921-1123522.png
동피랑,0.283,0.152,0.131,0.034,0.303,0.041,0.034,0.021,0,3734971,서울 마포구 와우산로3길 29,0507-1396-6366,해산물 모듬 한판,"65,000원",none,돌문어 숙회(싯가),"29,000원",none,참소라 숙회(싯가),"33,000원",none,가리비찜,"29,000원",none
금문중화요리,0.377,0.131,0.046,0.051,0.083,0.094,0.133,0,0.085,167585951,서울 마포구 월드컵로1길 14 B1층,0507-1374-8698,중국식냉면,"10,000원",none,찹쌀탕수육,"17,000원",none,간짜장면,"8,000원",none,탕수육+간짜장,"16,000원",none
옥동식,0.326,0.09,0.112,0.092,0.106,0.029,0.054,0.046,0.145,85985735,서울 마포구 양화로7길 44-10,010-5571-9915,김치만두,"6,000원",none,돼지곰탕 (보통),"10,000원",none,돼지곰탕 (특),"15,000원",none,포장,"16,000원",none
올리그 스테이크 연남,0.268,0.231,0.202,0.098,0.069,0,0,0.133,0,191354964,서울 마포구 동교로38안길 8 1층 올리그 연남,0507-1480-0803,드라이에이징 포터하우스 100g당,"42,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221220_230%2F1671546962210v8s34_JPEG%2FKakaoTalk_20221220_233506609_01.jpg,드라이에이징 티본 100g당,"38,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230819_261%2F1692435311663DLgYl_JPEG%2F63CDBB43-4C44-4D1D-84A7-0A2834EE990C.jpeg,드라이에이징 엘본 100g당,"35,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221220_201%2F1671546982212svTQQ_JPEG%2FKakaoTalk_20221220_233506609_01.jpg,드라이에이징 채끝등심 100g당,"30,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221220_121%2F16715472545259vw8R_JPEG%2FKakaoTalk_20221220_234023052.jpg
키친숲,0.312,0.149,0.089,0.079,0.06,0.03,0.054,0.13,0.097,177426959,서울 마포구 동교로 256-10 1층 키친숲,010-4220-2255,,,,,,,,,,,,
우아하게,0.251,0.151,0.104,0.102,0.103,0.033,0.035,0.13,0.092,112962751,서울 마포구 동교로 185 1층 우아하게,02-336-7883,숯불떡갈비 스테이크 한식3pc,"17,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220731_168%2F1659253234796lKEaN_JPEG%2F1659253216276.jpg,숯불함바그 스테이크 양식3pc,"17,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211213_5%2F1639405099914G9dBM_JPEG%2F01634687981360.jpg,한우대창덮밥,"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211213_194%2F1639405157036P2MQ4_JPEG%2F1638755564479.jpg,부채살스테이크정식,"20,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211220_280%2F1639931179930ydUwc_JPEG%2F%25BA%25CE%25C3%25A4%25BB%25EC%25C1%25A4%25BD%25C4.jpg
상수김치삼겹살,0.386,0.158,0.043,0,0.116,0.195,0.089,0.013,0,113437264,서울 마포구 독막로 76 1층 101호,0507-1430-0827,김치생삼겹살180g+된장찌개,"14,000원",none,백차돌박이160g+된장찌개,"16,000원",none,불쭈꾸미삼겹,"13,000원",none,김치전골,"15,000원",none
오복수산시장,0.332,0.133,0.147,0.052,0.199,0.043,0.062,0.033,0,67417908,서울 마포구 성미산로 195 현진빌딩101호,010-6660-2335,오늘의모듬사시미,"50,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220223_287%2F1645618806279Azud3_JPEG%2FB60C64E7-F83A-4D0E-93FF-FDCDF3C30088.jpeg,우니한판,변동,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201209_202%2F1607510337910SNeOK_JPEG%2Fk_w_INz8yP101a0-J_pEVWJk.jpeg.jpg,전복한우육회,"35,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210317_62%2F1615945333086U9Qew_JPEG%2F0RjUG7kLP7y5oUK4lN--3UwN.jpeg.jpg,광어연어도미사시미,"38,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220223_9%2F1645618964413G8BCw_JPEG%2F41392DCE-4E6A-4546-82DB-5C57117921AE.jpeg
백해,0.376,0.254,0.127,0.122,0,0.094,0,0.028,0,3678233,서울 마포구 월드컵북로2길 86 1층,02-332-3534,명란구이,"9,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220309_241%2F1646815512722eqSRd_PNG%2F6F0E2CB2-D579-48B8-A5AA-ECDD4FF0D490.png,마파두부,"16,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220309_108%2F1646815455270ezcGr_PNG%2F539DCBBC-C613-4861-ADDE-766B19C02894.png,백해 나가사키짬뽕,"17,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220309_118%2F1646815354378X0EJQ_JPEG%2F8551ECD8-B233-47B4-A377-D63ED04035D3.jpeg,명란통감자,"14,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220309_32%2F1646815320816AAzDK_JPEG%2F09EFBCDF-0430-49AC-90C7-66D41ED42E31.jpeg
마포소금구이,0.518,0.107,0.076,0,0.049,0.183,0.036,0.031,0,8285031,서울 마포구 와우산로32길 32,02-335-4077,소갈비살,"13,000원",none,소막창,"14,000원",none,돼지갈비,"14,000원",none,껍데기,"8,000원",none
윤씨밀방,0.357,0.083,0.12,0.013,0.059,0.16,0.146,0.03,0.031,1334119,서울 마포구 와우산로15길 15,02-3143-4116,윤씨함박스테이크정식,"10,500원",none,터키풍함박스테이크와계란볶음밥,"12,500원",none,텍스-멕스 볼케이노와 소보로 덮밥,"12,500원",none,함박존슨탕,"11,500원",none
홍콩반점0410 홍대입구역점,0.338,0.125,0.026,0.056,0.045,0.177,0.075,0,0.158,3316705,서울 마포구 와우산로23길 44 지하1층,02-333-0410,짬뽕,"7,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230630_108%2F1688106210565HSHmE_JPEG%2F%25B4%25DC%25C7%25B0_%25C2%25AB%25BB%25CD.jpg,짜장면,"6,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230630_99%2F1688106223786NRsfS_JPEG%2F%25B4%25DC%25C7%25B0_%25C2%25A5%25C0%25E5%25B8%25E9.jpg,탕수육(소_2인),"14,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230630_163%2F1688106237567tqWNt_JPEG%2F%25B4%25DC%25C7%25B0_%25C5%25C1%25BC%25F6%25C0%25B0.jpg,짬뽕밥(맛보기면+밥),"7,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230630_131%2F1688106278561kWNl2_JPEG%2F%25B4%25DC%25C7%25B0_%25C2%25AB%25BB%25CD.jpg
이삭토스트 홍대점,0.395,0.091,0.026,0.049,0.063,0.213,0,0,0.162,3741398,서울 마포구 와우산로 93,0507-1419-2492,햄스페셜 토스트,"3,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20221109_196%2F1667970907369AuNzA_PNG%2F%25C5%25B0%25BF%25C0%25BD%25BA%25C5%25A9_%25B8%25DE%25B4%25BA_%25C7%25DC_%25BD%25BA%25C6%25E4%25BC%25C8.png,햄치즈 토스트,"3,100원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20221109_77%2F1667970842615JnjFh_PNG%2F%25C5%25B0%25BF%25C0%25BD%25BA%25C5%25A9_%25B8%25DE%25B4%25BA_%25C7%25DC%25C4%25A1%25C1%25EE.png,햄치즈 포테이토,"4,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20221109_46%2F1667970983612AE499_PNG%2F%25C5%25B0%25BF%25C0%25BD%25BA%25C5%25A9_%25B8%25DE%25B4%25BA_%25C7%25DC%25C4%25A1%25C1%25EE_%25C6%25F7%25C5%25D7%25C0%25CC%25C5%25E4.png,베이컨 베스트,"3,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20221109_125%2F1667970787817BlISe_PNG%2F%25C5%25B0%25BF%25C0%25BD%25BA%25C5%25A9_%25B8%25DE%25B4%25BA_%25BA%25A3%25C0%25CC%25C4%25C1_%25BA%25A3%25BD%25BA%25C6%25AE.png
또보겠지떡볶이집 호호시스터점,0.477,0.11,0.111,0.02,0.072,0.084,0.085,0.04,0,3766356,서울 마포구 양화로6길 45 2층,0507-1403-2839,즉석 떡볶이 2인,"14,000원",none,즉석 떡볶이 3인,"19,000원",none,즉석 떡볶이 4인,"24,000원",none,버터갈릭감자튀김,"6,500원",none
종로계림닭도리탕원조 연남점,0.398,0.125,0.055,0.09,0.113,0.094,0.125,0,0,199338890,서울 마포구 동교로38길 33 102호,02-335-3386,마늘닭도리탕 (소) 2인,"26,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200915_248%2F1600139281494SJAtN_JPEG%2FvE83DB89L-Mmsmuou9QT1f65.jpeg.jpg,마늘닭도리탕 (중) 3인,"38,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200915_255%2F1600139359736Xc9O6_JPEG%2FCXLThw3_jALqWNz-Va7yME2e.jpeg.jpg,칼국수사리,"3,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200915_270%2F1600139639442HHYkf_JPEG%2FVQ_m30ogT_B5nXg-WpYuUV9d.jpeg.jpg,마늘닭도리탕 (대) 4인,"50,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200915_132%2F1600139480999vNeDq_JPEG%2F_1gvntKQlCrl-6WT6ronsQ_a.jpeg.jpg
달래해장 합정점,0.34,0.165,0,0.17,0.059,0.064,0.085,0,0.117,110249239,서울 마포구 월드컵로 33 1층,0507-1437-0757,소한마리탕,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230302_104%2F1677717755638n4wik_JPEG%2FXZVGq23s71_YV5OAaoaYa6tVViB6FbHrDEOSAz_hVzuOZSL1yMHRlC3EHTCfFrv9W4izvYab7WnMAMHs.jpg,소고기해장국,"10,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230302_121%2F16777177168952yxY6_JPEG%2FiHanCNUjncYfmb-K2C64i4wPMnud-Lclcg6uU8fPP5BgBMlgfE4pO4iSBSQY1mFouS_lAZ0pSmybRoAX.jpg,달래내장탕,"13,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230302_249%2F1677717703812Xo7qI_JPEG%2FgMCdlhYKe_m9JcJvOsjaTqjoB5Gv4dz9NTJc3oKOxJ7FADZZdjHEirCSJT94yIX6N37_eCLlShl3fgQj.jpg,맑은탕국,"11,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230302_114%2F16777177414842JUwA_JPEG%2FRWGgjpZvIx6bY9VLvdl5ty36Gff_zakjkCRxEJi-de8zbFEaOD6C42V-2MjzakOCFovk3K8OZ_4xTje-.jpg
밥줄 합정역점,0.386,0.086,0.042,0.028,0.055,0.166,0.031,0.004,0.201,125979292,서울 마포구 양화로 55 합정역 238-104호,02-322-5469,꼬마밥줄,"1,000~1,500",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220425_119%2F165087830213440bCe_JPEG%2F%25B8%25F0%25B4%25CF%25C5%25CD_1_%2528%25BF%25F8%25BA%25BB%2529.jpg,떡.순.계,"6,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231004_274%2F1696382474436HB9qY_PNG%2FKakaoTalk_20231004_095904948.png,회오리어묵,"1,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220425_67%2F1650878398066QGT5B_JPEG%2F%25C8%25B8%25BF%25C0%25B8%25AE%25BE%25EE%25B9%25AC_1%252C000.jpg,회오리 불어묵,"1,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220425_185%2F1650878560629zV6kv_JPEG%2F%25C8%25B8%25BF%25C0%25B8%25AE_%25BA%25D2%25BE%25EE%25B9%25AC_1%252C000.jpg
동두천솥뚜껑 삼겹살 합정점,0.326,0.14,0.052,0.042,0.066,0.219,0.155,0,0,135304310,서울 마포구 양화로6길 39 1층,0507-1394-0439,生통삼겹 / 生통목살 (한판 3인분 600g),"30,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230503_124%2F1683101682222QcLIc_JPEG%2FKakaoTalk_20230503_135706783.jpg,生항정살 (한판 3인분 450g),"36,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230503_148%2F1683101789311LjRpz_JPEG%2FKakaoTalk_20230503_135706783_02.jpg,물냉면 / 비빔냉면,"6,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230503_17%2F1683102131729flmez_JPEG%2FKakaoTalk_20230503_135706783_04.jpg,메가하이볼,"12,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230503_159%2F1683101856012zYN5Y_JPEG%2FKakaoTalk_20230503_135706783_05.jpg
버섯마루,0.38,0.128,0.085,0.037,0.215,0.069,0.085,0,0,1832228,서울 마포구 월드컵로 35,02-702-5245,버섯해물전골 (중),"49,000원",none,버섯불고기,"15,000원",none,버섯해물찜 (중),"49,000원",none,모둠버섯해물샤브,"27,000원",none
운남양꼬치 홍대본점,0.271,0.145,0.149,0.06,0.082,0.119,0.173,0,0,125596033,서울 마포구 잔다리로 130 1층,0507-1484-5128,마라샹궈 中 (포장만 가능),"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20221220_297%2F1671463169101c5BNe_JPEG%2F1.%25B8%25B6%25B6%25F3%25BC%25A7%25B1%25C5.JPG,향라갈비,"22,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20221219_8%2F1671461534709pi96P_JPEG%2F1.%25C7%25E2%25B6%25F3%25B0%25A5%25BA%25F1.JPG,마라탕,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20221219_70%2F1671461691786jaBgP_JPEG%2F2.%25B8%25B6%25B6%25F3%25C5%25C1.jpg,향라가지,"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230504_126%2F1683204065994UhxNz_JPEG%2F%25C7%25E2%25B6%25F3%25B0%25A1%25C1%25F6.jpg
