가게이름,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,재료가 신선해요,가성비가 좋아요,양이 많아요,인테리어가 멋져요,혼밥하기 좋아요,링크,address,tel,menu1,price,menu2,price2,menu3,price3,menu4,price4
덴키 부타야,0.235,0.136,0.062,0.124,0.075,0.056,0.095,0.076,0.142,184668915,서울 마포구 동교로27길 83 1층,0507-1331-1059,"돈코츠라멘(기본카에시,교카이풍)","9,000원",비빔탄탄멘(하루 20식 한정),"10,000원",미소라멘,"10,500원",매운 돈코츠,"9,500원"
란콰이진 연남본점,0.333,0.145,0.226,0.066,0,0.049,0,0.182,0,23406908,서울 마포구 성미산로29안길 27-6 1층,0507-1439-0774,,,,,,,,
순이네아들 합정점,0.302,0.183,0.071,0.107,0.079,0.044,0.107,0.107,0,114482607,서울 마포구 어울마당로5길 50 1층 순이네아들,0507-1389-2029,[best]순이네 한우육회(150g(中)),"32,000원",[best]순이네 한우육회(250g(大)),"42,000원",[best]순이네 순살닭볶음탕(순살 닭볶음탕),"38,000원",순이네 묵은지순살(묵은지 순살),"42,000원"
로로11,0.305,0.135,0.124,0.074,0.121,0.074,0.043,0.124,0,3500335,서울 마포구 어울마당로5길 42 roro11,0507-1403-1038,까르보나라(no cream)(salty),"12,900원","뇨끼 (크림, 로제, 토마토)","10,900원",감베리 바질 페스토(salty),"13,900원",알리오올리오,"11,900원"
매드포갈릭 합정점,0.437,0.223,0.097,0.153,0,0,0,0.091,0,108210972,서울 마포구 월드컵로3길 14 마포 한강 2차 푸르지오 1층,02-322-7315,갈릭페뇨파스타,"24,900원",2인 피자& 파스타세트,"71,000원",2인 스테이크 세트,"91,000원",,
정화,0.327,0.234,0.131,0.05,0.135,0.068,0.055,0,0,3191923,서울 마포구 양화로8길 38 서교동빌딩 1층,0507-1349-4920,흑돼지돈마호크세트,"57,000원",치즈오겹세트,"47,000원",,,,
뇸뇸분식,0.28,0.12,0.1,0.1,0.1,0.18,0.08,0,0.04,127435096,서울 마포구 양화로3길 89 1층,0507-1397-0370,계속 업데이트 하겠습니다.,"99,999,999원",,,,,,
육몽 홍대본점,0.31,0.192,0.087,0.106,0.099,0.108,0.098,0,0,31324125,서울 마포구 양화로16길 19 1-3층,0507-1447-1149,한돈 고기모둠,"56,000원",한돈 갈비삼겹,"15,000원",한돈 눈꽃목살,"15,000원",한돈 통갈매기살,"15,000원"
쎄리네찜닭,0.361,0.15,0.103,0.11,0.056,0.041,0.122,0.056,0,149070934,서울 마포구 와우산로18길 15 1층 쎄리네 찜닭,02-323-9381,간장찜닭(소 (2인)),"24,000원",간장찜닭(중 (3~4인)),"32,000원",간장찜닭(대 (4~5인)),"45,000원",누룽지볶음밥,"3,000원"
시오,0.356,0.093,0.138,0.051,0.087,0.046,0.151,0.079,0,160512406,서울 마포구 독막로2길 30 1층  ※예약불가합니다,02-6402-9413,삼색야끼도리(대표메뉴),"16,000원",히야시추카(여름특선),"15,000원",시오연어덮밥(new),"18,000원",스끼야끼(저녁),"18,000원"
샤오바오우육면 홍대점,0.256,0.151,0.099,0.14,0.078,0.066,0.096,0.077,0.036,191914142,서울 마포구 와우산로21길 21 1층,0507-1425-0082,우육면,"9,500원",차돌당면 덮밥,"11,000원",우육면 특 곱배기,"13,000원",우육면 (맑은탕),"9,500원"
이양권반상 합정점,0.204,0.097,0.129,0.075,0.047,0.144,0.187,0.025,0.093,177226616,서울 마포구 독막로3길 33-5 이양권반상,0507-1326-4830,오레오튀김,"4,900원",중국인친구가 가르쳐준볶음밥 +제육볶음,"10,900원",마제소바가 되고 싶은 차돌숙주볶음면,"11,500원",로제육 (면),"11,500원"
우리엄마레시피,0.312,0.219,0.021,0.083,0.104,0.083,0.125,0,0.052,167313896,서울 마포구 와우산로15길 49 2층,0507-1326-1446,,,,,,,,
퍼기포레스트,0.266,0.161,0.129,0.081,0.065,0.089,0,0.21,0,179843019,서울 마포구 와우산로19길 6-11 1층,0507-1321-4242,퀘사딜라 5종,"11,900원",퍼기포레스트 그릴드 파히타,"29,900원",전체 메뉴,변동,타코 6종,"9,900원"
원타코스,0.209,0.15,0.15,0.132,0.155,0.045,0.023,0.064,0.073,123651049,서울 마포구 와우산로11길 9-4 1층 원타코스 (WON TACOS),0507-1476-0385,타코 (1ea),"4,200원",퀘사타코 (1ea),"5,200원",핫치킨 타키토,"10,900원",리짓 프라이즈,"10,900원"
더스테이크쥬벤쿠바,0.245,0.198,0.084,0.08,0.084,0.046,0.089,0.173,0,163090145,서울 마포구 동교로38길 27-5 4층,0507-1434-0339,L-Bone스테이크플래터(예약주문),"59,000원",쿠바샌드위치 오리지널,"10,000원",쿠바샌드위치 페퍼로니,"10,000원",라구 파스타,"16,000원"
서교동 김밥,0.257,0.12,0.012,0.04,0.043,0.198,0.035,0,0.294,3827566,서울 마포구 동교로 140 1F,02-324-5544,,,,,,,,
신주양꼬치 홍대점,0.498,0.183,0.055,0.066,0.059,0.099,0.04,0,0,3650483,서울 마포구 와우산로 66,0507-1403-0187,양꼬치,"12,000원",꿔바러우,"18,000원",생양꼬치,"12,000원",갈비살,"13,000원"
슈슈,0.257,0.143,0.074,0.05,0.07,0.093,0.111,0.03,0.172,124277160,서울 마포구 홍익로2길 23 101호 슈슈,02-6494-2282,해물탕멘,"9,500원",비프 카레라이스,"9,000원",오로시소바(냉메밀),"7,000원",아까탕멘,"9,500원"
어사출또 합정역점,0.317,0.14,0.038,0.038,0.152,0.245,0.069,0,0,114714640,서울 마포구 양화로6길 18 B동 1층 어사출또 합정역점,02-336-5475,광어,"17,000원",우럭,"19,000원",연어,"25,000원",농어,"45,000원"
스프링비스트로,0.276,0.146,0.148,0.101,0.109,0.033,0.021,0.165,0,106247269,서울 마포구 양화로1길 25 2층,0507-1352-4423,클레식 라구 파스타,"23,000원",스프링 치킨 라이스,"16,000원",명란알리오올리오,"17,000원",딱새우로제파스타,"24,000원"
가화만사성,0.378,0.124,0.033,0.033,0.059,0.174,0.12,0,0.08,62014610,서울 서대문구 연세로5가길 1,02-3142-6172,찹쌀탕수육 + 짜장1,"20,000원",고추잡채 + 짜장2,"36,000원",볶음밥,"6,500원",육개장,"7,000원"
대포막창,0.428,0.202,0.093,0.024,0.105,0.087,0.045,0.015,0,101959243,서울 마포구 양화로6길 57-5,02-322-3928,대구납짝생막창,"14,000원",대구소막창,"23,000원",국내산 삼겹살,"15,000원",양념막창볶음,"16,000원"
테라김밥 홍대본점,0.415,0.067,0.125,0.03,0.076,0.088,0.044,0.011,0.144,106808226,서울 마포구 어울마당로 79 1층,02-338-0033,테라김밥,"3,500원",베이컨 김밥,"4,500원",크레미김밥,"4,500원",테라비빔밥,"6,000원"
카멜로연남,0.348,0.165,0.106,0.063,0.075,0,0.046,0.198,0,123710469,서울 마포구 연희로1길 57 1.5층,0507-1485-3838,바질새우 알리오올리오,"16,000원",통삼겹 로제 리조또,"16,000원",청양새우 크림 파스타,"16,000원",페페로니 매콤토마토 파스타,"15,000원"
103호 심야식당,0.303,0.185,0.184,0.05,0.057,0.05,0.034,0.139,0,161857478,서울 영등포구 양평로 64-1 1층,0507-1419-0236,차이니즈타르타르(중화풍 육회무침),"25,000원",쥬키니 프라이,"22,000원",로제새우,"23,000원",매쉬드포테이토와어향소스,"18,000원"
고미태,0.242,0.089,0.208,0.122,0.134,0.045,0.026,0.017,0.117,155994376,서울 마포구 월드컵로 41 1층 고미태,010-4876-8432,계절면요리,"9,500원",,,,,,
틈새라면 창전점,0.321,0.136,0.054,0.038,0.043,0.12,0.06,0.011,0.217,3512526,서울 마포구 와우산로 148-1,070-8279-7111,빨계떡,"5,500원",계떡,"5,500원",치즈빨계떡,"6,000원",치즈계떡,"6,000원"
아키야라멘,0.306,0.136,0.112,0.083,0.055,0.043,0.057,0.021,0.187,146498432,서울 마포구 토정로 39-3 1층 아키야라멘,0507-1338-0326,아키야라멘,"10,000원",매운아키야라멘,"11,000원",쿠로라멘,"11,000원",마제소바,"10,000원"
최강금돈까스,0.403,0.127,0.087,0.065,0.133,0.017,0.078,0.021,0.068,157312716,서울 마포구 월드컵로3길 31-30,0507-1328-3646,등심돈까스,"14,000원",안심돈까스,"15,000원",상등심돈까스,"16,000원",전통주 1잔,"2,000원"
최강금돈까스,0.403,0.127,0.087,0.065,0.133,0.017,0.078,0.021,0.068,157312716,서울 마포구 월드컵로3길 31-30,,,,,,,,,
최강금돈까스,0.307,0.183,0.101,0.106,0.113,0.019,0.039,0.027,0.104,150826060,서울 마포구 월드컵로3길 31-30,0507-1328-3646,등심돈까스,"14,000원",안심돈까스,"15,000원",상등심돈까스,"16,000원",전통주 1잔,"2,000원"
최강금돈까스,0.307,0.183,0.101,0.106,0.113,0.019,0.039,0.027,0.104,150826060,서울 마포구 월드컵로3길 31-30,,,,,,,,,
헤도네,0.28,0.204,0.124,0.134,0.107,0.01,0.017,0.124,0,162026850,서울 마포구 성미산로 165-6 지층 헤도네,0507-1432-6470,BURRATA THYME TOMATO,"17,000원",LEMON TAGLIOLINI,"21,000원",BISQUE FETTUCCINE,"23,000원",BOTTARGA TAGLIOLINI,"25,000원"
오아시스 망원,0.328,0.2,0.078,0.133,0,0.11,0,0.151,0,176663387,서울 마포구 포은로 54 1층,02-6013-1630,글라스와인,"9,000원",봉골레 파스타,"15,000원",볼로네제 라구 파스타,"16,000원",하몽 메론 1piece,"10,000원"
소풍가는날,0.272,0.15,0.101,0.122,0.153,0,0.072,0,0.131,197624169,서울 마포구 독막로 41 102호 소풍가는날,0507-1468-1128,밥도둑,"5,000원",유부,"4,000원",샐러드,"5,500원",참치,"4,500원"
소풍가는날,0.272,0.15,0.101,0.122,0.153,0,0.072,0,0.131,197624169,서울 영등포구 양평로21길 4,02-2633-8522,야채김밥,"3,000원",고추김밥,"3,500원",치즈김밥,"3,500원",참치김밥,"4,000원"
소풍가는날,0.236,0.159,0.055,0.144,0.055,0.187,0.012,0.015,0.136,118140634,서울 마포구 독막로 41 102호 소풍가는날,0507-1468-1128,밥도둑,"5,000원",유부,"4,000원",샐러드,"5,500원",참치,"4,500원"
소풍가는날,0.236,0.159,0.055,0.144,0.055,0.187,0.012,0.015,0.136,118140634,서울 영등포구 양평로21길 4,02-2633-8522,야채김밥,"3,000원",고추김밥,"3,500원",치즈김밥,"3,500원",참치김밥,"4,000원"
아뜨뜨,0.347,0.113,0.139,0.094,0.102,0.026,0.063,0.033,0.082,134621114,서울 마포구 동교로38길 42-5 1층 아뜨뜨,0507-1305-4352,소고기 솥밥,"15,000원",닭목살 솥밥,"15,000원",도미 버터 솥밥,"16,000원",동파육 솥밥,"14,000원"
오뗄드꾸뜨,0.264,0.151,0.154,0.114,0.082,0,0.033,0.203,0,157764895,서울 마포구 동교로46길 7 1.5층 101호,0507-1326-8430,허니콤(벌집) 프렌치 토스트,"20,000원",시즌과일 프렌치 토스트,"19,000원",오픈샌드위치 브런치 플레이트,"21,000원",하우스와인,"8,000원"
육회로,0.257,0.161,0.101,0.105,0.181,0.053,0.05,0.093,0,164782353,서울 마포구 독막로9길 8,0507-1344-8970,육회,"25,000원",육사시미,"30,000원",육파게티,"17,000원",육전,"22,000원"
돼지전 합정점,0.391,0.223,0.075,0.169,0.142,0,0,0,0,109725314,서울 마포구 양화로1길 25-3 1층,0507-1481-0304,"돈마호크 세트(뼈등심,세겹살,기러기살","61,000원",돈마호크(뻐등심)340g,"34,000원",누룩발효세겹살160g,"17,000원",숙성목살 160g,"17,000원"
홍익분식,0.262,0.126,0,0.019,0.058,0.262,0.126,0,0.146,3139264,서울 마포구 성미산로 99,02-332-7725,,,,,,,,
하이디라오 홍대점,0.348,0.288,0.096,0.128,0.141,0,0,0,0,65346713,서울 마포구 양화로 176 동교동 와이즈파크 5층,0507-1381-7668,청유마라,변동,삼선탕,변동,토마토탕,변동,버섯탕,변동
뭉텅 연남점,0.353,0.252,0.076,0.136,0,0.06,0.075,0.048,0,120844000,서울 마포구 성미산로 190 1층,0507-1352-1572,연남 뭉텅 주먹고기 한접시(500g),"45,000원",뭉텅 시골 청국장,"7,000원",뭉텅 주먹구이 추가반접시(250g),"22,500원",연남 뭉텅 육즙 삼겹살(170g),"15,000원"
숯닭,0.367,0.271,0.062,0.056,0.107,0.09,0.045,0,0,158237817,서울 마포구 월드컵로 37,02-336-4261,"숯불닭갈비(궁중맛,양념맛)","13,000원",매운닭발,"13,000원",껍데기,"7,000원",감자전,"12,000원"
구복,0.328,0.099,0.177,0.026,0.073,0.083,0.052,0.005,0.156,1341593,서울 서대문구 연세로4길 26,02-363-2020,샤오룽바오 (小籠包),"8,000원",딤섬 (点心),"7,500원",기스면 (鷄絲面),"7,500원",홍샤오 우육면 (紅燒牛肉面),"9,500원"
니꾸킹버거,0.256,0.173,0.136,0.12,0.099,0.034,0.049,0.079,0.054,173265172,서울 마포구 동교로34길 17 1층 202호,0507-1349-8498,스리라차 갈릭버거,"8,500원",로제버거 (rose burger),"12,000원",2인세트(combo),"30,000원",핫바베큐 치킨 5pc,"6,000원"
국제식당,0.336,0.147,0,0.048,0.092,0.231,0.101,0.046,0,3740555,서울 마포구 와우산로 39-4 국제식당,0507-1454-1777,국제 생 삼겹살,"9,900원",저지방 생목살,"11,900원",항정살,"12,900원",생소금 뒷고기,"9,900원"
월하객잔,0.225,0.149,0.136,0.11,0.136,0.089,0.071,0.083,0,152231176,서울 마포구 양화로6길 57-20 월하객잔,0507-1463-0295,날치알쌈,"26,000원",차돌양지수육,"27,000원",감자전,"17,000원",순두부조림,"22,000원"
그릭조이,0.287,0.153,0.258,0,0.105,0.077,0.033,0.048,0.038,1158534,서울 마포구 성지1길 6 2층,02-338-2100,플라카(1인),"15,000원",미코노스(1인),"21,000원",아테네(1인),"18,000원",크레타(1인),"17,000원"
empty plate,0.279,0.187,0.094,0.163,0.136,0.034,0,0.108,0,199688712,서울 마포구 와우산로 39-12 1층 201호,0507-1363-9151,둥지 리조또,"20,000원",토마토 브루스케타,"3,000원",어란파스타,"19,000원",푸타네스카,"17,000원"
566라멘,0.233,0.083,0.18,0,0.045,0.068,0.248,0.015,0.128,146363964,서울 마포구 연남로3길 33 제1층,0507-1446-0940,지로 라멘,"10,000원",지로풍 아부라소바,"11,000원",,,,
회뜨는총각,0.347,0.102,0,0.046,0.241,0.181,0.06,0.014,0.009,138673975,서울 마포구 동교로 260 1층 회뜨는총각,0507-1316-4889,우럭회 2인+모듬튀김,"32,900원",광어회 2인+모듬튀김,"33,000원",광어+우럭회+모듬튀김,"34,900원",광어회 중+모듬튀김,"41,000원"
남도뽀글이 홍대점,0.271,0.197,0.044,0.123,0.153,0.127,0.085,0,0,153671618,서울 마포구 홍익로5안길 16 1층,02-336-8971,소곱창,"15,000원",소막창,"18,000원",소염통구이,"13,000원",볶음밥,"2,000원"
살사리까,0.262,0.162,0.167,0.1,0.117,0.035,0,0.157,0,104532111,서울 마포구 양화로11길 22 1층,02-2088-3549,치차론과 과카몰리,"19,000원",살리세트,"35,000원",비리아 퀘사타코,"28,000원",타코,"5,000원"
서교동연탄집,0.419,0.2,0.031,0.125,0.075,0.119,0.031,0,0,135699478,서울 마포구 동교로 158 1층,02-332-9298,삽겹살(200g),"14,000원",주먹고기(200g),"14,000원",미식가삼겹살(200g),"14,000원",항정살(150g),"15,000원"
향차이,0.257,0.148,0.056,0.049,0.033,0.158,0.105,0,0.194,128944600,서울 마포구 와우산로 94 홍익대학교 제2기숙사 b109호,02-336-0230,짜장면,"5,500원",짬뽕,"6,500원",중화볶음밥,"6,500원",잡채밥,"7,500원"
대세박목살 합정점,0.333,0.193,0.115,0.083,0.118,0.088,0.071,0,0,169790201,서울 마포구 월드컵로1길 14 B117-2호 대세박목살,0507-1314-2244,목살 소,"38,900원",목살 대,"49,900원",등심 생 껍데기,"9,000원",숙주채소볶음,"5,000원"
백년 도담돌솥밥,0.472,0.153,0,0.051,0.137,0.089,0.098,0,0,3609109,서울 마포구 어울마당로 122 2층,02-3143-3340,제육볶음 돌솥정식,"13,000원",석쇠불고기 돌솥정식,"17,000원",모듬생선구이 돌솥 정식,"16,000원",낙지볶음 돌솥정식,"15,000원"
Little Cave,0.398,0.167,0.185,0.083,0,0,0,0.167,0,167789785,서울 마포구 독막로4길 9 1층,0507-1409-2037,판나코타,"4,000원",티라미수,"8,000원",소뽈살찜,"25,000원","바질, 트로피에 생면","20,000원"
윤멘,0.236,0.189,0.131,0.106,0.064,0.019,0.068,0.037,0.149,170433924,서울 마포구 포은로 27,,모츠츠케멘200g,"13,000원",모츠츠케멘300g,"14,000원",,,,
상곱창,0.283,0.243,0.033,0.19,0.1,0.074,0.076,0,0,164295649,서울 마포구 월드컵로 41-1 1층,0507-1462-1197,곱창모듬,"23,000원",소곱창,"24,000원",소대창,"23,000원",소막창,"23,000원"
돼지명가 연남점,0.341,0.226,0.1,0.144,0.116,0,0,0.074,0,144159212,서울 마포구 동교로 221 1층,0507-1389-9596,25mm삼겹살,"17,600원",목살,"17,600원",등겹살,"18,700원",천겹살,"18,700원"
할머니가래떡볶이 홍대점,0.532,0.081,0.072,0.021,0.072,0.077,0.123,0.004,0.017,103264905,서울 마포구 어울마당로 136-18 101호,0507-1482-0162,로제가래떡볶이,"8,900원",남포동 1인 떡볶이,"7,900원",남순모 SET,"17,900원",남포동과 순살치킨,"15,900원"
덕승루,0.292,0.148,0.077,0.082,0.134,0.137,0.12,0,0.011,103770060,서울 마포구 백범로1길 12 덕승루,0507-1463-7974,냉면,"11,000원",간짜장,"8,000원",중화요리,변동,무한리필,"22,900원"
이자카야무세이,0.434,0.222,0.111,0.067,0,0.094,0,0.071,0,1836132,서울 마포구 어울마당로 127-1,02-333-8174,모듬회(2-3인),"38,000원",간장새우(새우장),"17,000원",무세이 BEST5사케세트(돗쿠리+타코와사비+오뎅나베),"42,000원",무세이BEST5사케세트(하쿠+토리),"45,000원"
골목분식,0.281,0.185,0.007,0.037,0.044,0.193,0.096,0.007,0.148,195345785,서울 서대문구 연희로 34 1층,02-6953-7227,떡볶이,"3,500원",순대,"3,000원",오뎅,800원,라면,"3,500원"
마케집 홍대점,0.261,0.141,0.113,0.089,0.192,0.052,0.052,0.1,0,166041739,서울 마포구 독막로7길 26 1층,0507-1347-5862,자연산막회-대,"50,000원",자연산막회-소,"38,000원",해산물모듬,"55,000원",성게알&단새우&감태,"45,000원"
가원,0.421,0.139,0.147,0.027,0.084,0.058,0.079,0,0.046,1337174,서울 마포구 월드컵로 65,02-325-1580,탕수육 소,"17,000원",자장면,"6,000원",가원짬뽕,"9,000원",난자완스 소,"28,000원"
오복수산 연남점,0.362,0.104,0.073,0.083,0.189,0.019,0.022,0.022,0.126,180309930,서울 마포구 성미산로 190-4 2층 101호 오복수산,0507-1350-8570,특선카이센동,"29,000원",카이센동,"19,000원",아부리카이센동,"21,000원",아보카도 사케동,"17,000원"
퐁퐁 꼬마김밥,0.259,0.155,0.06,0.044,0.155,0.127,0.052,0.004,0.143,106488663,서울 마포구 독막로 74 퐁퐁 꼬마깁밥,0507-1373-5538,새콤하니달콤하니 쫄면,"7,500원",어묵이많이 국물떡볶이,"5,000원",비교불가 해장라면,"4,500원",내 친구는 단백질 (참치5줄),"4,000원"
월강부산돼지국밥,0.399,0.073,0.03,0.027,0.087,0.076,0.196,0,0.113,3279983,서울 마포구 동교로 241-1 월강부산돼지국밥,02-326-5800,돼지국밥,"11,000원",내장국밥,"12,000원",돼지국밥 특,"15,000원",내장국밥 특,"15,000원"
걸작떡볶이치킨 서울 합정점,0.464,0.143,0.054,0.045,0.054,0.125,0.116,0,0,145759167,서울 마포구 독막로 38 1층,02-336-2822,[뚱종원픽]갓성비New떡닭세트,"19,900원",[마라홀릭]마라떡볶이R,"10,500원",[진짜ㄹㅇ]실속B세트,"9,500원",[중독주의]로제떡볶이R,"14,000원"
연희중식 마포합정본점,0.472,0.121,0.051,0.079,0.129,0.07,0.059,0,0.02,3864187,서울 마포구 양화로1길 32 2층,02-323-8588,연희탕수육,"16,000원","반반새우(칠리,크림,깐풍 중 선택2)","26,000원",짜장면,"7,000원",짬뽕,"9,000원"
오마카세 코바시,0.256,0.125,0.194,0.1,0.188,0.025,0.025,0.087,0,107958085,서울 마포구 양화로1길 25-3 지층,010-8344-1070,오마카세,"80,000원",,,,,,
